POLITICS TEST
2017-11-07 01:37:05
No |   Views   |  Comments  |  Likes  | Dislikes | Subscribers |  Post Date  
1 | 331,149 | 62 | 1K | 256 | 104K | Nov 1, 2017

2 | 132,742 | 425 | 6K | 391 | 123K | Oct 31, 2017

3 | 126,780 | 2,054 | 4K | 93 | 86K | Oct 31, 2017

4 | 110,844 | 610 | 703 | 308 | 268K | Oct 30, 2017

5 | 86,131 | 41 | 457 | 154 | 142K | Nov 1, 2017

6 | 71,804 | 101 | 1K | 119 | 43K | Nov 2, 2017

7 | 137,221 | 72 | 1K | 168 | 104K | Nov 5, 2017

8 | 60,517 | 1,130 | Hide chat | 2K |  |  on Nov 2, 2017

9 | 58,574 | 161 | 649 | 177 | 12M | Oct 31, 2017

10 | 49,550 | 82 | 1K | 12 | 439K | Oct 30, 2017

11 | 55,426 | 369 | 1K | 43 | 236K | Oct 31, 2017

12 | 67,436 | 62 | 508 | 41 | 185K | Nov 3, 2017

13 | 45,691 | 2 | 307 | 43 | 721K | Oct 31, 2017

14 |  No comments available  |
15 | 39,211 | 512 | Hide chat | 1K |  |  on Nov 3, 2017

16 | 35,003 | 939 | 1K | 86 | 159K | Nov 2, 2017

17 | 37,803 | 18 | 115 | 28 | 25K | Oct 28, 2017

18 |  No comments available  |
19 | 27,508 | 2 | 23 | 16 | 104K | Nov 1, 2017

20 | 44,632 | 469 | 2K | 53 | 159K | Nov 3, 2017

21 | 23,827 | 100 | 570 | 31 | 9.5K | Nov 1, 2017

22 | 21,564 | 414 | 1K | 10 | 505K | Oct 31, 2017

23 | 22,137 | 176 | 155 | 12 | 29K | Nov 1, 2017

24 | 23,536 | 47 | 79 | 18 | 1M | Nov 2, 2017

25 | 22,394 | 188 | 555 | 82 | 130K | Nov 1, 2017

26 | 19,517 | 22 | 123 | 20 | 45K | Oct 30, 2017

27 | 18,652 | 415 | Hide chat | 791 |  |  on Oct 30, 2017

28 | 19,290 | 24 | 101 | 48 | 104K | Nov 2, 2017

29 | 17,248 | 340 | Hide chat | 866 |  |  on Oct 30, 2017

30 | 18,380 | 269 | 1K | 18 | 159K | Nov 3, 2017

31 | 17,194 | 155 | 113 | 7 | 3.5K | Oct 29, 2017

32 | 17,947 | 241 | 389 | 107 | 130K | Oct 31, 2017

33 | 17,312 | 17 | 274 | 17 | 104K | Nov 3, 2017

34 |  No comments available  |
35 | 17,223 | 192 | 1K | 33 | 559K | Oct 31, 2017

36 |  No comments available  |
37 | 16,378 | 206 | Hide chat | 981 |  |  on Nov 2, 2017

38 | 16,757 | 219 | 559 | 70 | 159K | Nov 3, 2017

39 | 15,543 | 25 | 50 | 11 | 433K | Nov 1, 2017

40 | 14,747 | 15 | Hide chat | 286 |  |  on Oct 30, 2017

41 | 14,845 | 194 | 659 | 37 | 159K | Nov 2, 2017

42 | 14,630 | 45 | 127 | 19 | 17K | Oct 30, 2017

43 | 18,315 | 219 | 309 | 6 | 15K | Nov 2, 2017

44 | 14,566 | 57 | 69 | 16 | 171K | Nov 1, 2017

45 | 13,541 | 107 | 197 | 21 | 717K | Nov 2, 2017

46 | 15,267 | 47 | 319 | 5 | 24K | Nov 1, 2017

47 | 12,832 | 18 | 31 | 6 | 171K | Oct 31, 2017

48 | 14,837 | 247 | 647 | 17 | 151K | Nov 3, 2017

49 | 12,315 | 2 | 38 | 12 | 16K | Oct 29, 2017

50 | 12,209 | 9 | 53 | 8 | 16K | Oct 30, 2017

51 | 11,808 | 22 | 197 | 8 | 25K | Oct 29, 2017

