POLITICS TEST
2017-11-17 02:33:05
No |   Views   |  Comments  |  Likes  | Dislikes | Subscribers |  Post Date  
1 | 487,199 | 69 | 1K | 348 | 109K | Nov 1, 2017

2 | 153,128 | 441 | 7K | 423 | 126K | Oct 31, 2017

3 | 133,224 | 2,128 | 4K | 115 | 90K | Oct 31, 2017

4 | 165,871 | 759 | 792 | 424 | 273K | Oct 30, 2017

5 | 97,172 | 45 | 490 | 162 | 150K | Nov 1, 2017

6 |  No comments available  |
7 | 174,098 | 76 | 1K | 199 | 109K | Nov 5, 2017

8 | 62,226 | 1,133 | 2K | 177 | 160K |  on Nov 2, 2017

9 | 62,623 | 163 | 676 | 187 | 12M | Oct 31, 2017

10 | 56,989 | 86 | 2K | 14 | 448K | Oct 30, 2017

11 | 70,730 | 459 | 1K | 55 | 238K | Oct 31, 2017

12 | 82,373 | 66 | 557 | 49 | 194K | Nov 3, 2017

13 | 55,970 | 2 | 361 | 49 | 729K | Oct 31, 2017

14 |  No comments available  |
15 | 50,858 | 575 | 2K | 73 | 160K |  on Nov 3, 2017

16 | 35,866 | 947 | 1K | 87 | 160K | Nov 2, 2017

17 | 74,239 | 24 | 201 | 48 |  | Oct 28, 2017

18 | 35,815 | 41 | 74 | 8 | 12K | Nov 1, 2017

19 | 27,528 | 2 | 23 | 16 | 109K | Nov 1, 2017

20 | 64,998 | 569 | 2K | 77 | 160K | Nov 3, 2017

21 | 31,531 | 104 | 654 | 38 | 10K | Nov 1, 2017

22 | 22,197 | 415 | 1K | 10 | 506K | Oct 31, 2017

23 | 23,689 | 184 | 160 | 15 | 29K | Nov 1, 2017

24 | 29,782 | 50 | 96 | 25 | 1M | Nov 2, 2017

25 | 29,430 | 241 | 649 | 105 | 132K | Nov 1, 2017

26 | 20,473 | 22 | 124 | 22 | 50K | Oct 30, 2017

27 | 18,882 | 414 | 790 | 50 | 160K |  on Oct 30, 2017

28 | 19,956 | 25 | 101 | 49 | 109K | Nov 2, 2017

29 | 17,545 | 336 | 871 | 37 | 160K |  on Oct 30, 2017

30 | 20,404 | 289 | 1K | 19 | 160K | Nov 3, 2017

31 | 17,948 | 160 | 121 | 7 | 3.5K | Oct 29, 2017

32 | 20,111 | 243 | 407 | 121 | 132K | Oct 31, 2017

33 | 17,393 | 10 | 272 | 17 | 109K | Nov 3, 2017

34 | 24,523 | 77 | 1K | 99 | 318K | Nov 1, 2017

35 | 18,446 | 191 | 1K | 33 | 573K | Oct 31, 2017

36 | 18,135 | 192 | 816 | 61 | 3.4M | Nov 2, 2017

37 | 16,924 | 212 | 1K | 22 | 160K |  on Nov 2, 2017

38 | 17,860 | 227 | 585 | 71 | 160K | Nov 3, 2017

39 | 16,414 | 25 | 52 | 12 | 439K | Nov 1, 2017

40 | 15,205 | 16 | 293 | 6 | 3.7K |  on Oct 30, 2017

41 | 15,283 | 199 | 665 | 37 | 160K | Nov 2, 2017

42 | 15,183 | 45 | 137 | 20 | 20K | Oct 30, 2017

43 | 26,831 | 227 | 369 | 6 | 16K | Nov 2, 2017

44 | 16,031 | 60 | 72 | 16 | 174K | Nov 1, 2017

45 | 14,058 | 107 | 197 | 21 | 734K | Nov 2, 2017

46 | 24,135 | 48 | 404 | 6 | 25K | Nov 1, 2017

47 | 13,166 | 18 | 32 | 7 | 174K | Oct 31, 2017

48 | 20,090 | 288 | 746 | 21 | 152K | Nov 3, 2017

49 | 12,561 | 2 | 37 | 12 | 19K | Oct 29, 2017

50 | 13,206 | 9 | 58 | 8 | 19K | Oct 30, 2017

51 | 12,908 | 23 | 218 | 9 |  | Oct 29, 2017

