POLITICS TEST
2017-11-13 03:01:00
No |   Views   |  Comments  |  Likes  | Dislikes | Subscribers |  Post Date  
1 | 444,351 | 68 | 1K | 316 | 108K | Nov 1, 2017

2 | 145,508 | 437 | 6K | 406 | 125K | Oct 31, 2017

3 | 132,548 | 2,119 | 4K | 114 | 88K | Oct 31, 2017

4 | 160,140 | 718 | 768 | 409 | 271K | Oct 30, 2017

5 | 94,631 | 45 | 482 | 159 | 147K | Nov 1, 2017

6 | 84,923 | 107 | 1K | 134 | 47K | Nov 2, 2017

7 | 168,758 | 76 | 1K | 190 | 108K | Nov 5, 2017

8 | 61,980 | 1,131 | 2K | 176 | 160K |  on Nov 2, 2017

9 | 61,721 | 161 | 673 | 187 | 12M | Oct 31, 2017

10 | 54,640 | 83 | 2K | 14 | 445K | Oct 30, 2017

11 | 66,644 | 444 | 1K | 54 | 237K | Oct 31, 2017

12 | 79,949 | 65 | 550 | 47 | 190K | Nov 3, 2017

13 | 53,852 | 2 | 350 | 49 | 726K | Oct 31, 2017

14 | 48,063 | 379 | 807 | 163 | 7.3K | Nov 4, 2017

15 | 50,109 | 583 | 1K | 72 | 160K |  on Nov 3, 2017

16 | 35,718 | 947 | 1K | 86 | 160K | Nov 2, 2017

17 | 49,460 | 20 | 142 | 35 |  | Oct 28, 2017

18 | 35,434 | 41 | 74 | 8 | 12K | Nov 1, 2017

19 | 27,525 | 2 | 23 | 16 | 108K | Nov 1, 2017

20 | 63,377 | 560 | 2K | 71 | 160K | Nov 3, 2017

21 | 29,789 | 102 | 635 | 37 | 9.8K | Nov 1, 2017

22 | 22,076 | 415 | 1K | 10 | 505K | Oct 31, 2017

23 | 23,571 | 183 | 160 | 15 | 29K | Nov 1, 2017

24 | 28,245 | 48 | 91 | 23 | 1M | Nov 2, 2017

25 | 27,638 | 228 | 634 | 99 | 131K | Nov 1, 2017

26 |  No comments available  |
27 | 18,857 | 414 | 790 | 50 | 160K |  on Oct 30, 2017

28 | 19,838 | 24 | 101 | 49 | 108K | Nov 2, 2017

29 | 17,519 | 336 | 871 | 37 | 160K |  on Oct 30, 2017

30 | 20,193 | 281 | 1K | 19 | 160K | Nov 3, 2017

31 | 17,697 | 157 | 117 | 7 | 3.5K | Oct 29, 2017

32 | 19,304 | 242 | 401 | 118 | 131K | Oct 31, 2017

33 | 17,381 | 10 | 272 | 17 | 108K | Nov 3, 2017

34 | 22,775 | 76 | 1K | 97 | 316K | Nov 1, 2017

35 | 18,253 | 192 | 1K | 33 | 568K | Oct 31, 2017

36 | 17,970 | 200 | 802 | 61 | 3.4M | Nov 2, 2017

37 | 16,879 | 210 | 1K | 22 | 160K |  on Nov 2, 2017

38 | 17,762 | 226 | 580 | 71 | 160K | Nov 3, 2017

39 | 16,239 | 25 | 52 | 12 | 437K | Nov 1, 2017

40 | 15,185 | 16 | 295 | 6 | 3.6K |  on Oct 30, 2017

41 | 15,240 | 199 | 664 | 37 | 160K | Nov 2, 2017

42 | 15,031 | 45 | 134 | 20 | 19K | Oct 30, 2017

43 | 26,169 | 227 | 361 | 6 | 16K | Nov 2, 2017

44 | 15,808 | 59 | 73 | 16 | 173K | Nov 1, 2017

45 | 13,967 | 107 | 197 | 21 | 727K | Nov 2, 2017

46 | 20,979 | 47 | 378 | 6 | 25K | Nov 1, 2017

47 | 13,066 | 18 | 31 | 6 | 173K | Oct 31, 2017

48 | 19,040 | 293 | 726 | 21 | 152K | Nov 3, 2017

49 | 12,480 | 2 | 37 | 12 | 18K | Oct 29, 2017

50 | 13,019 | 9 | 56 | 8 | 18K | Oct 30, 2017

51 | 12,808 | 23 | 217 | 9 |  | Oct 29, 2017

